"region","type","date","locations","rooms","rooms_capacity"
"Hele landet","Hoteller og Feriecentre i alt","1992-01-01",464,32797,31
"Hele landet","Hoteller og Feriecentre i alt","1992-02-01",473,33466,36
"Hele landet","Hoteller og Feriecentre i alt","1992-03-01",485,34671,39
"Hele landet","Hoteller og Feriecentre i alt","1992-04-01",513,35991,41
"Hele landet","Hoteller og Feriecentre i alt","1992-05-01",541,37322,54
"Hele landet","Hoteller og Feriecentre i alt","1992-06-01",556,38167,55
"Hele landet","Hoteller og Feriecentre i alt","1992-07-01",555,37971,67
"Hele landet","Hoteller og Feriecentre i alt","1992-08-01",553,38053,67
"Hele landet","Hoteller og Feriecentre i alt","1992-09-01",539,37825,55
"Hele landet","Hoteller og Feriecentre i alt","1992-10-01",506,36270,47
"Hele landet","Hoteller og Feriecentre i alt","1992-11-01",480,34997,44
"Hele landet","Hoteller og Feriecentre i alt","1992-12-01",470,34642,27
"Hele landet","Hoteller og Feriecentre i alt","1993-01-01",476,34539,30
"Hele landet","Hoteller og Feriecentre i alt","1993-02-01",488,34893,35
"Hele landet","Hoteller og Feriecentre i alt","1993-03-01",499,35487,41
"Hele landet","Hoteller og Feriecentre i alt","1993-04-01",529,36803,40
"Hele landet","Hoteller og Feriecentre i alt","1993-05-01",556,37955,49
"Hele landet","Hoteller og Feriecentre i alt","1993-06-01",567,38344,57
"Hele landet","Hoteller og Feriecentre i alt","1993-07-01",576,38434,65
"Hele landet","Hoteller og Feriecentre i alt","1993-08-01",570,38232,62
"Hele landet","Hoteller og Feriecentre i alt","1993-09-01",559,37910,55
"Hele landet","Hoteller og Feriecentre i alt","1993-10-01",518,36404,45
"Hele landet","Hoteller og Feriecentre i alt","1993-11-01",489,34761,44
"Hele landet","Hoteller og Feriecentre i alt","1993-12-01",479,34274,27
"Hele landet","Hoteller og Feriecentre i alt","1994-01-01",457,33165,32
"Hele landet","Hoteller og Feriecentre i alt","1994-02-01",472,33950,37
"Hele landet","Hoteller og Feriecentre i alt","1994-03-01",499,35537,40
"Hele landet","Hoteller og Feriecentre i alt","1994-04-01",519,36555,43
"Hele landet","Hoteller og Feriecentre i alt","1994-05-01",544,37556,54
"Hele landet","Hoteller og Feriecentre i alt","1994-06-01",557,38058,60
"Hele landet","Hoteller og Feriecentre i alt","1994-07-01",565,38521,64
"Hele landet","Hoteller og Feriecentre i alt","1994-08-01",558,38181,66
"Hele landet","Hoteller og Feriecentre i alt","1994-09-01",544,37806,57
"Hele landet","Hoteller og Feriecentre i alt","1994-10-01",505,36098,48
"Hele landet","Hoteller og Feriecentre i alt","1994-11-01",484,35201,47
"Hele landet","Hoteller og Feriecentre i alt","1994-12-01",475,34515,30
"Hele landet","Hoteller og Feriecentre i alt","1995-01-01",469,34205,33
"Hele landet","Hoteller og Feriecentre i alt","1995-02-01",484,34804,39
"Hele landet","Hoteller og Feriecentre i alt","1995-03-01",500,35517,46
"Hele landet","Hoteller og Feriecentre i alt","1995-04-01",531,37306,44
"Hele landet","Hoteller og Feriecentre i alt","1995-05-01",553,37832,54
"Hele landet","Hoteller og Feriecentre i alt","1995-06-01",563,38248,58
"Hele landet","Hoteller og Feriecentre i alt","1995-07-01",564,38258,65
"Hele landet","Hoteller og Feriecentre i alt","1995-08-01",558,37965,64
"Hele landet","Hoteller og Feriecentre i alt","1995-09-01",550,37992,58
"Hele landet","Hoteller og Feriecentre i alt","1995-10-01",516,36321,51
"Hele landet","Hoteller og Feriecentre i alt","1995-11-01",496,35800,48
"Hele landet","Hoteller og Feriecentre i alt","1995-12-01",485,35058,30
"Hele landet","Hoteller og Feriecentre i alt","1996-01-01",465,34313,35
"Hele landet","Hoteller og Feriecentre i alt","1996-02-01",479,35094,39
"Hele landet","Hoteller og Feriecentre i alt","1996-03-01",502,36259,46
"Hele landet","Hoteller og Feriecentre i alt","1996-04-01",523,37141,46
"Hele landet","Hoteller og Feriecentre i alt","1996-05-01",547,38005,56
"Hele landet","Hoteller og Feriecentre i alt","1996-06-01",558,38635,60
"Hele landet","Hoteller og Feriecentre i alt","1996-07-01",562,38656,70
"Hele landet","Hoteller og Feriecentre i alt","1996-08-01",559,38637,68
"Hele landet","Hoteller og Feriecentre i alt","1996-09-01",548,38181,59
"Hele landet","Hoteller og Feriecentre i alt","1996-10-01",519,37094,55
"Hele landet","Hoteller og Feriecentre i alt","1996-11-01",495,35655,51
"Hele landet","Hoteller og Feriecentre i alt","1996-12-01",485,34872,30
"Hele landet","Hoteller og Feriecentre i alt","1997-01-01",458,33602,35
"Hele landet","Hoteller og Feriecentre i alt","1997-02-01",473,34237,42
"Hele landet","Hoteller og Feriecentre i alt","1997-03-01",498,35821,44
"Hele landet","Hoteller og Feriecentre i alt","1997-04-01",517,36626,47
"Hele landet","Hoteller og Feriecentre i alt","1997-05-01",537,37547,56
"Hele landet","Hoteller og Feriecentre i alt","1997-06-01",545,37892,61
"Hele landet","Hoteller og Feriecentre i alt","1997-07-01",548,37923,71
"Hele landet","Hoteller og Feriecentre i alt","1997-08-01",543,37828,71
"Hele landet","Hoteller og Feriecentre i alt","1997-09-01",536,37634,62
"Hele landet","Hoteller og Feriecentre i alt","1997-10-01",506,36295,55
"Hele landet","Hoteller og Feriecentre i alt","1997-11-01",485,35423,49
"Hele landet","Hoteller og Feriecentre i alt","1997-12-01",475,34692,32
"Hele landet","Hoteller og Feriecentre i alt","1998-01-01",460,34206,37
"Hele landet","Hoteller og Feriecentre i alt","1998-02-01",474,34901,42
"Hele landet","Hoteller og Feriecentre i alt","1998-03-01",490,35648,47
"Hele landet","Hoteller og Feriecentre i alt","1998-04-01",512,36780,45
"Hele landet","Hoteller og Feriecentre i alt","1998-05-01",536,37947,50
"Hele landet","Hoteller og Feriecentre i alt","1998-06-01",543,38312,63
"Hele landet","Hoteller og Feriecentre i alt","1998-07-01",551,38386,71
"Hele landet","Hoteller og Feriecentre i alt","1998-08-01",548,38495,72
"Hele landet","Hoteller og Feriecentre i alt","1998-09-01",540,38242,62
"Hele landet","Hoteller og Feriecentre i alt","1998-10-01",514,36928,57
"Hele landet","Hoteller og Feriecentre i alt","1998-11-01",488,35520,52
"Hele landet","Hoteller og Feriecentre i alt","1998-12-01",476,34827,33
"Hele landet","Hoteller og Feriecentre i alt","1999-01-01",463,34392,36
"Hele landet","Hoteller og Feriecentre i alt","1999-02-01",472,34815,44
"Hele landet","Hoteller og Feriecentre i alt","1999-03-01",497,36142,47
"Hele landet","Hoteller og Feriecentre i alt","1999-04-01",512,36786,47
"Hele landet","Hoteller og Feriecentre i alt","1999-05-01",537,38430,54
"Hele landet","Hoteller og Feriecentre i alt","1999-06-01",544,38725,62
"Hele landet","Hoteller og Feriecentre i alt","1999-07-01",545,38680,68
"Hele landet","Hoteller og Feriecentre i alt","1999-08-01",545,38810,67
"Hele landet","Hoteller og Feriecentre i alt","1999-09-01",536,38456,60
"Hele landet","Hoteller og Feriecentre i alt","1999-10-01",507,37240,52
"Hele landet","Hoteller og Feriecentre i alt","1999-11-01",486,35978,53
"Hele landet","Hoteller og Feriecentre i alt","1999-12-01",475,35348,33
"Hele landet","Hoteller og Feriecentre i alt","2000-01-01",473,35789,35
"Hele landet","Hoteller og Feriecentre i alt","2000-02-01",480,35829,43
"Hele landet","Hoteller og Feriecentre i alt","2000-03-01",491,36354,47
"Hele landet","Hoteller og Feriecentre i alt","2000-04-01",515,37524,47
"Hele landet","Hoteller og Feriecentre i alt","2000-05-01",541,39018,57
"Hele landet","Hoteller og Feriecentre i alt","2000-06-01",547,39257,60
"Hele landet","Hoteller og Feriecentre i alt","2000-07-01",550,39459,73
"Hele landet","Hoteller og Feriecentre i alt","2000-08-01",551,39655,69
"Hele landet","Hoteller og Feriecentre i alt","2000-09-01",541,39301,61
"Hele landet","Hoteller og Feriecentre i alt","2000-10-01",512,37858,55
"Hele landet","Hoteller og Feriecentre i alt","2000-11-01",495,36988,53
"Hele landet","Hoteller og Feriecentre i alt","2000-12-01",483,36168,34
"Hele landet","Hoteller og Feriecentre i alt","2001-01-01",474,35927,37
"Hele landet","Hoteller og Feriecentre i alt","2001-02-01",488,36860,42
"Hele landet","Hoteller og Feriecentre i alt","2001-03-01",500,37414,48
"Hele landet","Hoteller og Feriecentre i alt","2001-04-01",528,38766,45
"Hele landet","Hoteller og Feriecentre i alt","2001-05-01",549,39921,55
"Hele landet","Hoteller og Feriecentre i alt","2001-06-01",553,40088,59
"Hele landet","Hoteller og Feriecentre i alt","2001-07-01",557,40181,67
"Hele landet","Hoteller og Feriecentre i alt","2001-08-01",558,40409,67
"Hele landet","Hoteller og Feriecentre i alt","2001-09-01",548,40347,60
"Hele landet","Hoteller og Feriecentre i alt","2001-10-01",521,39187,53
"Hele landet","Hoteller og Feriecentre i alt","2001-11-01",500,38058,50
"Hele landet","Hoteller og Feriecentre i alt","2001-12-01",489,37584,30
"Hele landet","Hoteller og Feriecentre i alt","2002-01-01",477,37270,36
"Hele landet","Hoteller og Feriecentre i alt","2002-02-01",487,37705,42
"Hele landet","Hoteller og Feriecentre i alt","2002-03-01",505,38705,44
"Hele landet","Hoteller og Feriecentre i alt","2002-04-01",525,39600,47
"Hele landet","Hoteller og Feriecentre i alt","2002-05-01",551,40875,55
"Hele landet","Hoteller og Feriecentre i alt","2002-06-01",558,41161,57
"Hele landet","Hoteller og Feriecentre i alt","2002-07-01",560,41194,68
"Hele landet","Hoteller og Feriecentre i alt","2002-08-01",559,41227,63
"Hele landet","Hoteller og Feriecentre i alt","2002-09-01",550,41101,60
"Hele landet","Hoteller og Feriecentre i alt","2002-10-01",520,39843,53
"Hele landet","Hoteller og Feriecentre i alt","2002-11-01",498,38787,51
"Hele landet","Hoteller og Feriecentre i alt","2002-12-01",489,38310,33
"Hele landet","Hoteller og Feriecentre i alt","2003-01-01",475,37445,34
"Hele landet","Hoteller og Feriecentre i alt","2003-02-01",486,38055,40
"Hele landet","Hoteller og Feriecentre i alt","2003-03-01",500,38790,42
"Hele landet","Hoteller og Feriecentre i alt","2003-04-01",526,39969,43
"Hele landet","Hoteller og Feriecentre i alt","2003-05-01",545,40934,54
"Hele landet","Hoteller og Feriecentre i alt","2003-06-01",551,41137,54
"Hele landet","Hoteller og Feriecentre i alt","2003-07-01",553,41524,65
"Hele landet","Hoteller og Feriecentre i alt","2003-08-01",555,41766,64
"Hele landet","Hoteller og Feriecentre i alt","2003-09-01",551,41782,59
"Hele landet","Hoteller og Feriecentre i alt","2003-10-01",520,40375,50
"Hele landet","Hoteller og Feriecentre i alt","2003-11-01",501,39481,50
"Hele landet","Hoteller og Feriecentre i alt","2003-12-01",492,39214,30
"Hele landet","Hoteller og Feriecentre i alt","2004-01-01",495,39182,33
"Hele landet","Hoteller og Feriecentre i alt","2004-02-01",504,39624,40
"Hele landet","Hoteller og Feriecentre i alt","2004-03-01",513,40142,45
"Hele landet","Hoteller og Feriecentre i alt","2004-04-01",533,41085,43
"Hele landet","Hoteller og Feriecentre i alt","2004-05-01",555,42137,51
"Hele landet","Hoteller og Feriecentre i alt","2004-06-01",559,42386,59
"Hele landet","Hoteller og Feriecentre i alt","2004-07-01",562,42719,66
"Hele landet","Hoteller og Feriecentre i alt","2004-08-01",565,42962,64
"Hele landet","Hoteller og Feriecentre i alt","2004-09-01",559,42721,58
"Hele landet","Hoteller og Feriecentre i alt","2004-10-01",537,41810,49
"Hele landet","Hoteller og Feriecentre i alt","2004-11-01",516,40875,51
"Hele landet","Hoteller og Feriecentre i alt","2004-12-01",506,40455,32
"Hele landet","Hoteller og Feriecentre i alt","2005-01-01",494,39786,34
"Hele landet","Hoteller og Feriecentre i alt","2005-02-01",499,40078,40
"Hele landet","Hoteller og Feriecentre i alt","2005-03-01",511,40614,43
"Hele landet","Hoteller og Feriecentre i alt","2005-04-01",528,41406,50
"Hele landet","Hoteller og Feriecentre i alt","2005-05-01",547,42417,52
"Hele landet","Hoteller og Feriecentre i alt","2005-06-01",552,42616,58
"Hele landet","Hoteller og Feriecentre i alt","2005-07-01",551,42446,64
"Hele landet","Hoteller og Feriecentre i alt","2005-08-01",556,42729,67
"Hele landet","Hoteller og Feriecentre i alt","2005-09-01",551,42629,62
"Hele landet","Hoteller og Feriecentre i alt","2005-10-01",527,41706,53
"Hele landet","Hoteller og Feriecentre i alt","2005-11-01",505,40553,52
"Hele landet","Hoteller og Feriecentre i alt","2005-12-01",500,40260,34
"Hele landet","Hoteller og Feriecentre i alt","2006-01-01",482,39125,37
"Hele landet","Hoteller og Feriecentre i alt","2006-02-01",495,39914,41
"Hele landet","Hoteller og Feriecentre i alt","2006-03-01",502,40236,47
"Hele landet","Hoteller og Feriecentre i alt","2006-04-01",519,41088,46
"Hele landet","Hoteller og Feriecentre i alt","2006-05-01",542,42342,55
"Hele landet","Hoteller og Feriecentre i alt","2006-06-01",546,42885,60
"Hele landet","Hoteller og Feriecentre i alt","2006-07-01",544,42666,66
"Hele landet","Hoteller og Feriecentre i alt","2006-08-01",549,43002,68
"Hele landet","Hoteller og Feriecentre i alt","2006-09-01",542,42421,64
"Hele landet","Hoteller og Feriecentre i alt","2006-10-01",518,41460,57
"Hele landet","Hoteller og Feriecentre i alt","2006-11-01",506,40782,55
"Hele landet","Hoteller og Feriecentre i alt","2006-12-01",498,40400,36
"Hele landet","Hoteller og Feriecentre i alt","2007-01-01",486,40726,38
"Hele landet","Hoteller og Feriecentre i alt","2007-02-01",499,41371,43
"Hele landet","Hoteller og Feriecentre i alt","2007-03-01",509,41852,48
"Hele landet","Hoteller og Feriecentre i alt","2007-04-01",525,42646,48
"Hele landet","Hoteller og Feriecentre i alt","2007-05-01",546,43727,56
"Hele landet","Hoteller og Feriecentre i alt","2007-06-01",550,43940,61
"Hele landet","Hoteller og Feriecentre i alt","2007-07-01",548,43708,69
"Hele landet","Hoteller og Feriecentre i alt","2007-08-01",551,44045,69
"Hele landet","Hoteller og Feriecentre i alt","2007-09-01",546,43987,62
"Hele landet","Hoteller og Feriecentre i alt","2007-10-01",523,42420,59
"Hele landet","Hoteller og Feriecentre i alt","2007-11-01",512,42190,54
"Hele landet","Hoteller og Feriecentre i alt","2007-12-01",506,42006,36
"Hele landet","Hoteller og Feriecentre i alt","2008-01-01",486,41085,39
"Hele landet","Hoteller og Feriecentre i alt","2008-02-01",495,41417,45
"Hele landet","Hoteller og Feriecentre i alt","2008-03-01",507,42123,45
"Hele landet","Hoteller og Feriecentre i alt","2008-04-01",518,42747,51
"Hele landet","Hoteller og Feriecentre i alt","2008-05-01",538,43791,58
"Hele landet","Hoteller og Feriecentre i alt","2008-06-01",543,44251,61
"Hele landet","Hoteller og Feriecentre i alt","2008-07-01",544,44407,66
"Hele landet","Hoteller og Feriecentre i alt","2008-08-01",545,44421,65
"Hele landet","Hoteller og Feriecentre i alt","2008-09-01",542,44459,63
"Hele landet","Hoteller og Feriecentre i alt","2008-10-01",525,43489,55
"Hele landet","Hoteller og Feriecentre i alt","2008-11-01",505,42639,54
"Hele landet","Hoteller og Feriecentre i alt","2008-12-01",500,42287,34
"Hele landet","Hoteller og Feriecentre i alt","2009-01-01",487,41550,36
"Hele landet","Hoteller og Feriecentre i alt","2009-02-01",498,42175,41
"Hele landet","Hoteller og Feriecentre i alt","2009-03-01",504,42461,43
"Hele landet","Hoteller og Feriecentre i alt","2009-04-01",519,43537,43
"Hele landet","Hoteller og Feriecentre i alt","2009-05-01",540,44660,50
"Hele landet","Hoteller og Feriecentre i alt","2009-06-01",541,44630,56
"Hele landet","Hoteller og Feriecentre i alt","2009-07-01",542,44975,61
"Hele landet","Hoteller og Feriecentre i alt","2009-08-01",543,45075,59
"Hele landet","Hoteller og Feriecentre i alt","2009-09-01",542,45605,56
"Hele landet","Hoteller og Feriecentre i alt","2009-10-01",524,45257,51
"Hele landet","Hoteller og Feriecentre i alt","2009-11-01",503,44437,45
"Hele landet","Hoteller og Feriecentre i alt","2009-12-01",496,44185,38
"Hele landet","Hoteller og Feriecentre i alt","2010-01-01",497,44221,33
"Hele landet","Hoteller og Feriecentre i alt","2010-02-01",504,44756,38
"Hele landet","Hoteller og Feriecentre i alt","2010-03-01",512,45325,43
"Hele landet","Hoteller og Feriecentre i alt","2010-04-01",536,46338,42
"Hele landet","Hoteller og Feriecentre i alt","2010-05-01",553,47351,52
"Hele landet","Hoteller og Feriecentre i alt","2010-06-01",557,47730,57
"Hele landet","Hoteller og Feriecentre i alt","2010-07-01",558,47866,63
"Hele landet","Hoteller og Feriecentre i alt","2010-08-01",558,47931,62
"Hele landet","Hoteller og Feriecentre i alt","2010-09-01",556,47946,56
"Hele landet","Hoteller og Feriecentre i alt","2010-10-01",537,47016,53
"Hele landet","Hoteller og Feriecentre i alt","2010-11-01",513,45789,51
"Hele landet","Hoteller og Feriecentre i alt","2010-12-01",504,45283,36
"Hele landet","Hoteller og Feriecentre i alt","2011-01-01",535,46724,33
"Hele landet","Hoteller og Feriecentre i alt","2011-02-01",541,46958,39
"Hele landet","Hoteller og Feriecentre i alt","2011-03-01",551,47576,44
"Hele landet","Hoteller og Feriecentre i alt","2011-04-01",580,48886,44
"Hele landet","Hoteller og Feriecentre i alt","2011-05-01",599,50745,54
"Hele landet","Hoteller og Feriecentre i alt","2011-06-01",600,50813,59
"Hele landet","Hoteller og Feriecentre i alt","2011-07-01",602,50882,65
"Hele landet","Hoteller og Feriecentre i alt","2011-08-01",601,50745,62
"Hele landet","Hoteller og Feriecentre i alt","2011-09-01",597,50858,58
"Hele landet","Hoteller og Feriecentre i alt","2011-10-01",573,49697,51
"Hele landet","Hoteller og Feriecentre i alt","2011-11-01",550,48588,50
"Hele landet","Hoteller og Feriecentre i alt","2011-12-01",547,48578,33
"Hele landet","Hoteller og Feriecentre i alt","2012-01-01",531,48073,35
"Hele landet","Hoteller og Feriecentre i alt","2012-02-01",539,48352,38
"Hele landet","Hoteller og Feriecentre i alt","2012-03-01",554,49089,45
"Hele landet","Hoteller og Feriecentre i alt","2012-04-01",572,49850,47
"Hele landet","Hoteller og Feriecentre i alt","2012-05-01",590,50898,54
"Hele landet","Hoteller og Feriecentre i alt","2012-06-01",594,51231,60
"Hele landet","Hoteller og Feriecentre i alt","2012-07-01",590,50984,65
"Hele landet","Hoteller og Feriecentre i alt","2012-08-01",594,51218,63
"Hele landet","Hoteller og Feriecentre i alt","2012-09-01",592,51165,56
"Hele landet","Hoteller og Feriecentre i alt","2012-10-01",570,50121,52
"Hele landet","Hoteller og Feriecentre i alt","2012-11-01",546,48924,51
"Hele landet","Hoteller og Feriecentre i alt","2012-12-01",542,48744,35
"Hele landet","Hoteller og Feriecentre i alt","2013-01-01",522,47704,36
"Hele landet","Hoteller og Feriecentre i alt","2013-02-01",531,48369,40
"Hele landet","Hoteller og Feriecentre i alt","2013-03-01",545,48942,43
"Hele landet","Hoteller og Feriecentre i alt","2013-04-01",569,50077,47
"Hele landet","Hoteller og Feriecentre i alt","2013-05-01",585,50982,55
"Hele landet","Hoteller og Feriecentre i alt","2013-06-01",590,51147,60
"Hele landet","Hoteller og Feriecentre i alt","2013-07-01",587,50813,66
"Hele landet","Hoteller og Feriecentre i alt","2013-08-01",593,51403,65
"Hele landet","Hoteller og Feriecentre i alt","2013-09-01",588,51101,58
"Hele landet","Hoteller og Feriecentre i alt","2013-10-01",565,49959,54
"Hele landet","Hoteller og Feriecentre i alt","2013-11-01",540,48520,52
"Hele landet","Hoteller og Feriecentre i alt","2013-12-01",536,48326,37
"Hele landet","Hoteller og Feriecentre i alt","2014-01-01",534,48151,40
"Hele landet","Hoteller og Feriecentre i alt","2014-02-01",541,48375,42
"Hele landet","Hoteller og Feriecentre i alt","2014-03-01",557,49269,47
"Hele landet","Hoteller og Feriecentre i alt","2014-04-01",579,50366,48
"Hele landet","Hoteller og Feriecentre i alt","2014-05-01",599,51675,57
"Hele landet","Hoteller og Feriecentre i alt","2014-06-01",598,51622,62
"Hele landet","Hoteller og Feriecentre i alt","2014-07-01",599,51676,67
"Hele landet","Hoteller og Feriecentre i alt","2014-08-01",605,51938,66
"Hele landet","Hoteller og Feriecentre i alt","2014-09-01",603,51912,61
"Hele landet","Hoteller og Feriecentre i alt","2014-10-01",579,50877,55
"Hele landet","Hoteller og Feriecentre i alt","2014-11-01",555,49381,53
"Hele landet","Hoteller og Feriecentre i alt","2014-12-01",551,49191,39
"Hele landet","Hoteller og Feriecentre i alt","2015-01-01",533,48381,40
"Hele landet","Hoteller og Feriecentre i alt","2015-02-01",538,48610,44
"Hele landet","Hoteller og Feriecentre i alt","2015-03-01",552,49378,50
"Hele landet","Hoteller og Feriecentre i alt","2015-04-01",574,50415,51
"Hele landet","Hoteller og Feriecentre i alt","2015-05-01",599,51623,60
"Hele landet","Hoteller og Feriecentre i alt","2015-06-01",599,51747,67
"Hele landet","Hoteller og Feriecentre i alt","2015-07-01",594,51347,73
"Hele landet","Hoteller og Feriecentre i alt","2015-08-01",598,51851,71
"Hele landet","Hoteller og Feriecentre i alt","2015-09-01",600,52154,65
"Hele landet","Hoteller og Feriecentre i alt","2015-10-01",572,51091,59
"Hele landet","Hoteller og Feriecentre i alt","2015-11-01",552,49876,56
"Hele landet","Hoteller og Feriecentre i alt","2015-12-01",551,49812,44
"Hele landet","Hoteller og Feriecentre i alt","2016-01-01",534,49002,41
"Hele landet","Hoteller og Feriecentre i alt","2016-02-01",543,49502,47
"Hele landet","Hoteller og Feriecentre i alt","2016-03-01",560,50459,50
"Hele landet","Hoteller og Feriecentre i alt","2016-04-01",579,51362,56
"Hele landet","Hoteller og Feriecentre i alt","2016-05-01",604,52564,61
"Hele landet","Hoteller og Feriecentre i alt","2016-06-01",603,52565,68
"Hele landet","Hoteller og Feriecentre i alt","2016-07-01",604,52655,73
"Hele landet","Hoteller og Feriecentre i alt","2016-08-01",604,52666,73
"Hele landet","Hoteller og Feriecentre i alt","2016-09-01",608,52856,66
"Hele landet","Hoteller og Feriecentre i alt","2016-10-01",584,51872,60
"Hele landet","Hoteller og Feriecentre i alt","2016-11-01",567,50933,58
"Hele landet","Hoteller og Feriecentre i alt","2016-12-01",558,50631,44
"Hele landet","Hoteller og Feriecentre i alt","2017-01-01",544,49961,44
"Hele landet","Hoteller og Feriecentre i alt","2017-02-01",550,50371,48
"Hele landet","Hoteller og Feriecentre i alt","2017-03-01",569,51215,53
"Hele landet","Hoteller og Feriecentre i alt","2017-04-01",597,52452,54
"Hele landet","Hoteller og Feriecentre i alt","2017-05-01",617,53434,62
"Hele landet","Hoteller og Feriecentre i alt","2017-06-01",627,53738,68
"Hele landet","Hoteller og Feriecentre i alt","2017-07-01",626,53935,70
"Hele landet","Hoteller og Feriecentre i alt","2017-08-01",626,53991,73
"Hele landet","Hoteller og Feriecentre i alt","2017-09-01",628,54117,66
"Hele landet","Hoteller og Feriecentre i alt","2017-10-01",608,53395,59
"Hele landet","Hoteller og Feriecentre i alt","2017-11-01",588,52315,56
"Hele landet","Hoteller og Feriecentre i alt","2017-12-01",579,52026,43
"Hele landet","Hoteller og Feriecentre i alt","2018-01-01",568,52173,43
"Hele landet","Hoteller og Feriecentre i alt","2018-02-01",574,52365,46
"Hele landet","Hoteller og Feriecentre i alt","2018-03-01",597,53554,52
"Hele landet","Hoteller og Feriecentre i alt","2018-04-01",619,54551,53
"Hele landet","Hoteller og Feriecentre i alt","2018-05-01",632,55031,63
"Hele landet","Hoteller og Feriecentre i alt","2018-06-01",634,55100,66
"Hele landet","Hoteller og Feriecentre i alt","2018-07-01",634,55052,71
"Hele landet","Hoteller og Feriecentre i alt","2018-08-01",635,55190,73
"Hele landet","Hoteller og Feriecentre i alt","2018-09-01",633,55440,66
"Hele landet","Hoteller og Feriecentre i alt","2018-10-01",611,55008,60
"Hele landet","Hoteller og Feriecentre i alt","2018-11-01",586,53904,59
"Hele landet","Hoteller og Feriecentre i alt","2018-12-01",580,53639,43
"Hele landet","Hoteller og Feriecentre i alt","2019-01-01",574,53759,45
"Hele landet","Hoteller og Feriecentre i alt","2019-02-01",582,54159,47
"Hele landet","Hoteller og Feriecentre i alt","2019-03-01",599,55414,51
"Hele landet","Hoteller og Feriecentre i alt","2019-04-01",627,56676,54
"Hele landet","Hoteller og Feriecentre i alt","2019-05-01",644,57511,62
"Hele landet","Hoteller og Feriecentre i alt","2019-06-01",647,57622,67
"Hele landet","Hoteller og Feriecentre i alt","2019-07-01",647,57779,73
"Hele landet","Hoteller og Feriecentre i alt","2019-08-01",652,58816,71
"Hele landet","Hoteller og Feriecentre i alt","2019-09-01",649,58722,65
"Hele landet","Hoteller og Feriecentre i alt","2019-10-01",629,57993,60
"Hele landet","Hoteller og Feriecentre i alt","2019-11-01",607,56832,57
"Hele landet","Hoteller og Feriecentre i alt","2019-12-01",605,56645,43
"Hele landet","Hoteller og Feriecentre i alt","2020-01-01",583,55874,43
"Hele landet","Hoteller og Feriecentre i alt","2020-02-01",590,56440,45
"Hele landet","Hoteller og Feriecentre i alt","2020-03-01",632,57837,19
"Hele landet","Hoteller og Feriecentre i alt","2020-04-01",660,59114,6
"Hele landet","Hoteller og Feriecentre i alt","2020-05-01",679,59997,10
"Hele landet","Hoteller og Feriecentre i alt","2020-06-01",682,60448,23
"Hele landet","Hoteller og Feriecentre i alt","2020-07-01",685,60945,52
"Hele landet","Hoteller og Feriecentre i alt","2020-08-01",687,61034,45
"Hele landet","Hoteller og Feriecentre i alt","2020-09-01",690,61258,38
"Hele landet","Hoteller og Feriecentre i alt","2020-10-01",673,60587,34
"Hele landet","Hoteller og Feriecentre i alt","2020-11-01",640,59138,24
"Hele landet","Hoteller og Feriecentre i alt","2020-12-01",633,58759,16
"Hele landet","Hoteller og Feriecentre i alt","2021-01-01",609,57070,10
"Hele landet","Hoteller og Feriecentre i alt","2021-02-01",614,57238,13
"Hele landet","Hoteller og Feriecentre i alt","2021-03-01",643,58800,15
"Hele landet","Hoteller og Feriecentre i alt","2021-04-01",673,60059,17
"Hele landet","Hoteller og Feriecentre i alt","2021-05-01",688,61769,28
"Hele landet","Hoteller og Feriecentre i alt","2021-06-01",689,61763,39
"Hele landet","Hoteller og Feriecentre i alt","2021-07-01",685,61709,57
"Hele landet","Hoteller og Feriecentre i alt","2021-08-01",691,62188,62
"Hele landet","Hoteller og Feriecentre i alt","2021-09-01",689,62387,60
"Hele landet","Hoteller og Feriecentre i alt","2021-10-01",678,62022,60
"Hele landet","Hoteller og Feriecentre i alt","2021-11-01",643,60461,57
"Hele landet","Hoteller og Feriecentre i alt","2021-12-01",635,60157,33
"Hele landet","Hoteller og Feriecentre i alt","2022-01-01",591,57183,25
"Hele landet","Hoteller og Feriecentre i alt","2022-02-01",605,58719,41
"Region Hovedstaden","Hoteller og Feriecentre i alt","1992-01-01",109,10504,39
"Region Hovedstaden","Hoteller og Feriecentre i alt","1992-02-01",113,10845,42
"Region Hovedstaden","Hoteller og Feriecentre i alt","1992-03-01",117,11068,46
"Region Hovedstaden","Hoteller og Feriecentre i alt","1992-04-01",133,11962,46
"Region Hovedstaden","Hoteller og Feriecentre i alt","1992-05-01",155,13116,67
"Region Hovedstaden","Hoteller og Feriecentre i alt","1992-06-01",157,13237,69
"Region Hovedstaden","Hoteller og Feriecentre i alt","1992-07-01",159,13297,73
"Region Hovedstaden","Hoteller og Feriecentre i alt","1992-08-01",158,13287,79
"Region Hovedstaden","Hoteller og Feriecentre i alt","1992-09-01",153,13137,65
"Region Hovedstaden","Hoteller og Feriecentre i alt","1992-10-01",128,11947,52
"Region Hovedstaden","Hoteller og Feriecentre i alt","1992-11-01",114,11133,53
"Region Hovedstaden","Hoteller og Feriecentre i alt","1992-12-01",112,11023,37
"Region Hovedstaden","Hoteller og Feriecentre i alt","1993-01-01",116,10980,36
"Region Hovedstaden","Hoteller og Feriecentre i alt","1993-02-01",117,11150,44
